Timestamp,How many years have you been doing data visualization?,What is your educational background?,How did you learn to create data visualization?,Did you set out to work in data visualization or did you fall into it?,Is this your first job doing data visualization?,What is your official job title?,Is your total compensation in-line with Software Engineers and UX/UI/Designer roles at your level?,What focus is data visualization in your work?,For your current role or the majority of your projects: were you hired to do data visualization only or is data visualization a part of your job/project description?,What's your employment status,How is your organization using data visualization?,Is there a separate group that does data visualizations or are you embedded in another group? (data science UX UI web data engineering IT etc),What level of data visualizations are used at your organization?,Are data visualization specialists represented in the leadership of your organization?,Data visualization roles at your organization are found in what part of the organization?,Percent of your day focused on creating/implementing/productizing data visualizations?,Percent of your day focused on data engineering?,Percent of your day focused on data science?,Percent of your day focused on design?,Percent of your day focused on data prep work?,What technologies do you use to visualize data?,Are you able to choose your own tools or are the choices made for you?,How do you present your data visualizations?,Which of these charts have you used in production in the last 6 months:,Who do you make data visualizations for?,What knowledge level do they have of the data you are visualizing for them?,How often do they consume your data visualizations?,What do they use your data visualizations for?,How would you describe the relationship?,What is your biggest frustration with your job?,What is your biggest frustration with doing data visualization in your job?,If you could change one thing about your job what would it be?,If you could change one thing about your data visualization work what would it be?,What do you think other people in your organization just don’t get about the data visualization work that you do?,What one change would make your job better?,What community support / discussions / advice would you want to see from data visualization thought leaders?,Who do you look to as a thought leader in data visualization?,Do you want to spend more time or less time visualizing data in the future?,Gender,Age,Where do you live?,What’s your ethnicity?,The organization you work for is in which of the following?
2/28/2017 23:44:18,5,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Graphic Designer,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Other,Communication,Embedded in another team,General charting libraries,Don't Know,Design,20,0,0,80,0,Illustrator;Excel,We have a set list of tools we're expected to use for data visualization.,Static Web Page;Documents;Presentations;Email,Line Chart;Infographics;Flow Diagram,General Public;Politicians,Moderate,Quarterly,Summarization;Learning,Subordinate,Little recognition,,Timing,More research,Recognition,More research,More research in communication,Jaime Serra,Same,male,56+,Europe,white,Public sector
3/2/2017 11:21:03,4,Masters,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,PhD Candidate ,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Student,,,,,,35,,,5,50,Excel;Plotly;ggplot;Other R;ArcGIS;QGIS,I'm able to choose my own tools.,Documents;Presentations,Line Chart;Bar Chart;Choropleth Map;Raster Map,General Public;Analysts,Moderate;Expert,Monthly,Analysis;Summarization;Research,Subordinate,low Pay,Time to create decent visualizations. Being responsible for the whole pipeline takes time I often don't have ,Wider adoption and understanding of scripting approaches (preferably R) but any would be nice. Would clarify my work processes immensely,Being able to switch between R and Python tools seamlessly,The importance of data preparation before visualization ,Better compensation or more regular work,More examples of the full pipeline of work from collection to cleaning and integrating different tools like ggplot and illustrator ,James Cheshire;Stephen Few;NYT,Much more,male,26 - 35,USA or Canada,black,Public sector
2/27/2017 22:06:58,4,Masters,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Social Network Analysis Researcher,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Data visualization is only part of my job,Consultant,,,,,,30,0,30,20,20,Illustrator;Excel;Tableau;D3;Cytoscape;ORA Netscenes,I'm able to choose my own tools.,Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Dendrogram;Network Diagram,General Public;Scientists;Project Managers;Executives,Intro,Yearly,Analysis;Research;Strategy; Decision-Making,Collaborative,managing client expectations; clients seek innovative insights- but want to defer to traditional methods,Access to data,,There is always room for improvement- but not sure what one thing I would change,The amount of time it takes to produce; the computational components that produces the visual results,Easy accesses to data. Much of my time is spent in data collection (in part due to the nature of my work),The ethical and civic responsibilities that need to be considered when collecting- handling or visualizing social data. Although humans play a large role in creating data and are often the subjects of data. Visualization- data science and sociological research are often discussed separately ,Jan Willem Tulp;Jer Thorp,Much more,female,26 - 35,USA or Canada,white,Mixed
3/5/2017 11:44:22,4,PhD,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Consultant (Visual Analytics Behavioural Science Data Strategy),Data Visualization Role has higher compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Consultant,,,,,,50,10,10,10,20,Excel;Tableau;Plotly;D3;Processing;Leaflet;WebGL;ggplot;Pandas;Gephi,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Treemap;Network Diagram,General Public;Analysts;Executives,Intro;Moderate,Daily,Analysis;Summarization;Learning;decision making,Consultative,being brought in at the end- when its too late to fix bad strategies- poor design- and products based on little-to-no user research,Quality of tooling: Tableau doesn't scale (embedding) without great expense- D3 means starting from the ground up- libraries (chart.js etc etc) have poor expressiveness- Looker and other pro-level (expensive) tools are typologies not grammars (like ggplot is). But ggplot2 doesn't play well with things outside of R so... ,,,They think a developer choosing a graph from a typology and mashing a dashboard together is acceptable,better understanding of design- UX- and data literacy,next generation tools and technologies,Jaques Bertin,More,male,36 - 45,Europe,,Private sector
3/2/2017 9:24:21,1,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Senior Security Advocate / Senior Editor,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Communication;Exploration,Both,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries;Completely custom,No,Design;Engineering;Marketing;Research;Security,15,3,5,10,3,Excel;ggplot;Other R,I'm able to choose my own tools.,Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Infographics;Treemap;Choropleth Map;Sankey Graph,General Public;Analysts;Executives,Expert,Quarterly,Summarization;Learning,Consultative,not enough time to learn and do everything I need to,Learning curve of R and data visualization in general,,Level of knowledge- I'm still a beginner.  But I'm continually learning and stretching my knowledge.,I don't feel that way- my work is widely recognized within the org as being one of our primary thought leadership vehicles.,A raise!  ,I use a Slack channel with leaders in the security data viz field extensively for help in R and visualization.  I'd like to see that sort of leadership available to others.,Jay Jacobs;Bob Rudis;Lane Harrison,Much more,male,46 - 55,USA or Canada,white,Private sector
2/28/2017 11:40:07,10,PhD,Mostly Self-Taught,Intended to work in data visualization,No,Associate Professor,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Research,Embedded in another team,Completely custom,No,Research,5,0,1,5,0,D3;ggplot;Other Python;Java;JavaScript;Inkscape,I'm able to choose my own tools.,Documents;Presentations;Interactive web page,Bar Chart,Engineers;Scientists,Intro,Yearly,Summarization;Research,,,,,,,,,Jean-Daniel Fekete;Tamara Munzner;Jeffrey Heer;Jarke van Wijk,Less,male,36 - 45,USA or Canada,white,Public sector
3/1/2017 12:06:14,10,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Professor Emeritus (Physics),Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Other,Analysis;Summary/Overview;Communication;Exploration,Both,Completely custom,Yes,Engineering;Research;IT;hobbyists,10,10,5,10,5,Other Python;Java;PGPLOT;Custom Charting Tools;FORTRAN;C;PHP,I'm able to choose my own tools.,Embedded in a tool;Static Web Page;Documents;Presentations;Part of all data analysis packages,Old-fashioned 2D and 3D Figures,General Public;Scientists;Students,Intro;Moderate;Expert,Hourly,Analysis;Summarization;Learning;Research,Collaborative,I'm not smart enough.,Every package demands total immersion and commitment to it.  What ever happened to simple pluggable Methods?,It might be nice to get PAID- but then there'd be pressure....,A nice library of visualization tools callable from any language and implemented on every platform would satisfy all my needs.  ,Just because it's FUN doesn't mean it's not serious work!,A nice library of visualization tools callable from any language and implemented on every platform would satisfy all my needs.  ,"More universality- interoperability and pluggability!  Stop competing for ""top app""!!",Jed Brewer,More,male,56+,USA or Canada,white,Not-for-profit
2/27/2017 14:27:28,10,PhD,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Professor,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication,Both,Business Intelligence Tools;ggplot2/Pandas Charts,Yes,Design;Engineering;Marketing;Research;IT,5,10,5,5,5,Illustrator;Excel;Tableau;D3;Processing;WebGL;ggplot;React,I'm able to choose my own tools.,Static Web Page;Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Treemap;Network Diagram;Choropleth Map,General Public;Scientists,Intro;Moderate;Expert,Quarterly,Analysis;Research,Collaborative,"many ""bosses""",I'll never be as good at tool X as person Y,Less admin work; more time for data,i'd like to be able to support (donations) the people who make the best vis stuff; particularly up and comers,that it's iterative; first draft always dies,,what does the future look like; not just the future you're working on,Jeffrey Heer,More,male,26 - 35,USA or Canada,white,Private sector
2/28/2017 19:54:33,10,PhD,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,No,Human Interfaces Manager,Data Visualization Role has higher compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Separate data visualization team,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries;Completely custom,No,Engineering,10,20,20,50,10,Excel;D3;Processing;Leaflet;WebGL;Other Javascript;ggplot;Pandas;Java;React;Angular;ArcGIS;QGIS;Other GIS,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Documents;Presentations;Email,Line Chart;Bar Chart;Treemap;Dendrogram;Choropleth Map;Flow Diagram;3D Chart;VR/AR Charting,Analysts;Engineers;Scientists,Moderate;Expert,Hourly,Analysis;Summarization;Learning;Research,Collaborative,Entrenched interests which block adoption of many new approaches,Rainbow color palette and other legacy traditions owns mindshare so many bad visualization are produced and knowledge of professional discipline is diminished,,Oblige evaluation of systems,That it can make them much more effective at their own work,,,Jeffrey Heer,More,male,36 - 45,USA or Canada,white,Public sector
3/7/2017 8:26:41,8,PhD,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Postdoctoral Researcher,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries;Completely custom,Don't Know,Design;Engineering;Research,70,0,0,,,Tableau;D3;Processing;ggplot;Other R,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page,Bar Chart;timelines;calendars,General Public;Analysts;educators;historians;journalists,Moderate,,Learning;storytelling,,Balancing research w/ development work (role requires both),As a researcher- I'm evaluated by research results (i.e.- publications)- but the visualization research questions I have regarding the use of visualization tools in practice requires deployment of robust prototypes- a longer-term process involving substantial development time.,More development support and more collaboration during visualization development (I'm currently doing all development work myself),,Some believe visualization is only for presentation- others for data analysis; we need to communicate that there is a continuum between the two- and that different techniques are suitable for different points along this continuum- hence the need for research to identify the right techniques.,More development support and more collaboration during visualization development (I'm currently doing all development work myself),What makes an effective visualization team? What unsolved questions do practitioners want researchers to answer? (i.e.- what should researchers focus on? What should visualization researchers focus less on? How can researchers better communicate our findings to practitioners?,Jeffrey Heer;Ben Shneiderman;Mike Bostock;Tamara Munzner;Alberto Cairo;Fernanda Viégas;Martin Wattenberg,Much more,male,26 - 35,USA or Canada,white,Private sector
